Rate: 1000 Hz
      Fx,        Fy,        Fz,        Mx,        My,        Mz
       N,         N,         N,       N-m,       N-m,       N-m
-2.04421, -4.86630, 689.35427, 15.09487,  0.55505, -0.85792
-2.04421, -5.04325, 691.11196, 15.01646,  0.83257, -0.84041
-2.13309, -5.22021, 688.65114, 15.09487,  0.59469, -0.78788
-2.13309, -4.95477, 689.00271, 14.85963,  0.59469, -0.87543
-2.39972, -4.77782, 689.35427, 14.74200,  0.67398, -0.77037
-2.75524, -5.04325, 690.40883, 14.85963,  0.79292, -0.84041
-2.57748, -5.13173, 691.11196, 14.78121,  0.79292, -0.78788
-2.48860, -5.39716, 691.11196, 14.74200,  0.71363, -0.87543
-2.93299, -5.39716, 690.76040, 14.62438,  0.83257, -0.73536
-2.57748, -5.39716, 689.35427, 14.74200,  0.95151, -0.84041
-2.57748, -5.30869, 691.46340, 14.58518,  0.91186, -0.84041
-2.31084, -4.77782, 689.70583, 14.58518,  1.03080, -0.84041
-2.57748, -5.30869, 691.81496, 14.62438,  1.11009, -0.87543
-3.11075, -5.22021, 690.40883, 14.62438,  1.11009, -0.77037
-3.46627, -5.75108, 690.76040, 14.50676,  0.91186, -0.82290
-3.11075, -5.57412, 689.35427, 14.50676,  1.34797, -0.89293
-3.37739, -5.30869, 690.40883, 14.42835,  1.42726, -0.71785
-3.11075, -5.83955, 691.11196, 14.38914,  1.38762, -0.78788
-3.11075, -5.66260, 690.40883, 14.27152,  1.22903, -0.77037
-3.37739, -5.83955, 688.65114, 14.11469,  1.38762, -0.73536
-2.93299, -5.75108, 691.11196, 14.19310,  1.26868, -0.71785
-3.28851, -5.92803, 691.81496, 14.15389,  1.62549, -0.75287
-3.19963, -5.83955, 689.70583, 14.15389,  1.66514, -0.77037
-3.28851, -5.83955, 690.05727, 14.19310,  1.66514, -0.73536
-3.46627, -5.83955, 690.05727, 14.15389,  1.62549, -0.77037
-3.73290, -5.83955, 692.16652, 13.99706,  1.62549, -0.87543
-4.08842, -6.19347, 690.05727, 13.76182,  1.66514, -0.73536
-3.73290, -6.10499, 690.05727, 13.84023,  1.82372, -0.82290
-3.99954, -6.01651, 691.11196, 14.03627,  1.82372, -0.70034
-3.73290, -6.37042, 691.46340, 13.87944,  1.90302, -0.78788
-4.26617, -6.10499, 692.16652, 13.80103,  1.90302, -0.75287
-4.17730, -6.01651, 690.40883, 13.84023,  1.94266, -0.78788
-3.99954, -6.01651, 691.81496, 13.87944,  1.98231, -0.64781
-4.26617, -5.66260, 691.81496, 13.52657,  2.10125, -0.68283
-4.08842, -6.10499, 691.81496, 13.68340,  2.06160, -0.68283
-4.53281, -6.10499, 691.46340, 13.91865,  2.18054, -0.68283
-4.53281, -5.57412, 692.16652, 13.64420,  2.10125, -0.73536
-4.26617, -5.83955, 691.81496, 13.56578,  2.22018, -0.66532
-4.53281, -5.83955, 692.51809, 13.60499,  2.22018, -0.78788
-3.99954, -5.92803, 691.81496, 13.68340,  2.45806, -0.75287
-4.44393, -6.01651, 692.86953, 13.60499,  2.45806, -0.66532
-4.35505, -5.83955, 692.51809, 13.52657,  2.41842, -0.71785
-4.53281, -5.92803, 693.92421, 13.44816,  2.33912, -0.73536
-4.35505, -6.10499, 692.51809, 13.48737,  2.45806, -0.66532
-4.62169, -6.19347, 693.22109, 13.36974,  2.45806, -0.77037
-4.44393, -6.19347, 693.92421, 13.36974,  2.53735, -0.70034
-4.79945, -6.10499, 693.57265, 13.36974,  2.57700, -0.73536
-4.62169, -6.54738, 693.22109, 13.21291,  2.49771, -0.82290
-4.62169, -5.57412, 694.62722, 13.36974,  2.53735, -0.77037
-4.79945, -6.28194, 693.92421, 13.21291,  2.57700, -0.70034
-5.06608, -6.10499, 695.33034, 13.13450,  2.49771, -0.73536
-5.06608, -5.92803, 695.33034, 13.21291,  2.57700, -0.75287
-4.79945, -6.45890, 693.92421, 13.13450,  2.57700, -0.73536
-5.24384, -6.37042, 693.22109, 13.13450,  2.81488, -0.73536
-5.33272, -6.37042, 696.73647, 12.93846,  2.57700, -0.70034
-5.42160, -6.45890, 696.73647, 13.13450,  2.57700, -0.75287
-5.86599, -6.54738, 695.68178, 13.01688,  2.57700, -0.75287
-5.33272, -6.45890, 697.79104, 13.09529,  2.61665, -0.66532
-5.86599, -6.28194, 696.73647, 12.89925,  2.57700, -0.68283
-5.77711, -6.63586, 698.14260, 12.97767,  2.57700, -0.68283
-5.95487, -6.45890, 697.43947, 12.93846,  2.65629, -0.68283
-6.04375, -6.28194, 696.73647, 12.93846,  2.69594, -0.66532
-5.68823, -6.37042, 698.14260, 12.82084,  2.61665, -0.57778
-6.04375, -6.45890, 696.73647, 12.93846,  2.57700, -0.59529
-5.77711, -6.45890, 697.43947, 12.82084,  2.49771, -0.68283
-5.86599, -6.28194, 697.43947, 12.97767,  2.53735, -0.61280
-5.77711, -6.37042, 697.79104, 12.97767,  2.57700, -0.63031
-5.51048, -6.54738, 698.14260, 12.97767,  2.45806, -0.56027
-6.22150, -6.81281, 698.49404, 12.93846,  2.49771, -0.61280
-6.04375, -6.90129, 695.68178, 12.97767,  2.37877, -0.64781
-5.95487, -6.63586, 698.14260, 12.93846,  2.57700, -0.57778
